user_id,utm_source,day,ad_click_timestamp,ad_clicked,experimental_group
239337,twitter,Tuesday,,False,B
111957,email,Wednesday,2023-01-02 06:00:00,True,A
690301,facebook,Friday,,False,B
709699,google,Thursday,,False,A
915034,email,Thursday,2023-01-29 18:00:00,True,A
533420,facebook,Thursday,,False,B
726816,facebook,Wednesday,2023-01-20 06:00:00,True,B
312810,facebook,Wednesday,2023-01-26 21:00:00,True,B
239402,google,Tuesday,,False,B
289243,email,Sunday,,False,B
373482,twitter,Sunday,,False,B
496743,twitter,Monday,,False,A
217713,facebook,Thursday,,False,A
569988,twitter,Wednesday,,False,B
990766,google,Saturday,2023-01-25 06:00:00,True,A
104486,twitter,Tuesday,,False,B
572830,google,Thursday,2023-01-23 08:00:00,True,B
517653,facebook,Thursday,2023-01-20 01:00:00,True,A
695067,google,Thursday,,False,B
425112,facebook,Wednesday,2023-01-03 04:00:00,True,B
358432,google,Thursday,2023-01-19 09:00:00,True,A
224809,google,Thursday,,False,A
948226,facebook,Saturday,,False,A
914356,google,Tuesday,,False,A
937769,facebook,Tuesday,,False,A
704025,facebook,Saturday,2023-01-19 10:00:00,True,B
674625,google,Saturday,2023-01-22 01:00:00,True,A
174491,google,Sunday,,False,B
958454,google,Monday,,False,A
705731,email,Wednesday,,False,B
831685,google,Friday,,False,B
134510,google,Friday,,False,B
960399,google,Tuesday,,False,B
877585,facebook,Sunday,2023-01-20 19:00:00,True,B
678759,google,Saturday,,False,B
494039,facebook,Wednesday,2023-01-28 22:00:00,True,A
329561,twitter,Sunday,2023-01-24 23:00:00,True,B
881085,facebook,Tuesday,2023-01-14 05:00:00,True,B
562735,twitter,Monday,,False,A
646565,email,Sunday,2023-01-25 08:00:00,True,A
168008,google,Sunday,,False,B
770092,facebook,Wednesday,,False,A
653616,email,Friday,,False,A
666650,google,Tuesday,2023-01-01 09:00:00,True,A
743421,email,Saturday,2023-01-30 11:00:00,True,B
557357,email,Tuesday,2023-01-05 00:00:00,True,B
226866,facebook,Monday,,False,A
151119,google,Monday,,False,B
696605,google,Friday,,False,B
245384,twitter,Sunday,,False,A
325571,facebook,Wednesday,2023-01-24 07:00:00,True,B
172468,facebook,Tuesday,2023-01-26 07:00:00,True,B
723711,email,Wednesday,,False,B
698706,google,Friday,,False,B
539802,google,Thursday,,False,A
977701,facebook,Monday,2023-01-09 13:00:00,True,A
233783,google,Friday,,False,A
591008,email,Tuesday,,False,B
707475,facebook,Wednesday,,False,A
657655,google,Sunday,,False,A
978606,facebook,Saturday,,False,A
330389,google,Friday,,False,B
145706,google,Friday,,False,B
190159,twitter,Monday,,False,A
603040,twitter,Saturday,2023-01-17 00:00:00,True,A
675985,twitter,Sunday,,False,A
805658,facebook,Friday,,False,B
352196,email,Thursday,2023-01-02 23:00:00,True,B
151039,google,Wednesday,2023-01-15 21:00:00,True,A
945377,facebook,Friday,,False,B
849760,twitter,Thursday,,False,A
521990,google,Wednesday,2023-01-17 06:00:00,True,A
980910,google,Wednesday,,False,B
206393,email,Wednesday,,False,B
831025,facebook,Monday,,False,B
805966,facebook,Saturday,,False,B
491401,google,Wednesday,2023-01-01 23:00:00,True,B
302546,google,Sunday,2023-01-14 06:00:00,True,A
669505,facebook,Wednesday,,False,A
903765,facebook,Sunday,2023-01-24 02:00:00,True,B
551392,email,Sunday,2023-01-23 23:00:00,True,A
710832,google,Saturday,,False,A
367981,email,Sunday,2023-01-04 00:00:00,True,B
327894,facebook,Tuesday,2023-01-02 20:00:00,True,A
967595,google,Wednesday,2023-01-20 21:00:00,True,A
495198,google,Thursday,,False,A
861573,facebook,Monday,,False,B
230864,twitter,Monday,,False,A
307593,facebook,Sunday,2023-01-04 05:00:00,True,B
724351,google,Sunday,,False,A
889466,facebook,Friday,,False,A
893983,facebook,Friday,,False,A
576330,google,Monday,,False,A
418193,google,Sunday,,False,B
759230,facebook,Thursday,2023-01-04 13:00:00,True,B
403391,email,Monday,2023-01-09 19:00:00,True,A
492568,google,Monday,,False,A
891329,google,Wednesday,,False,A
148423,google,Tuesday,2023-01-18 15:00:00,True,B
893480,facebook,Saturday,,False,B
774472,twitter,Sunday,,False,B
151645,google,Sunday,2023-01-18 08:00:00,True,A
385233,google,Monday,2023-01-10 03:00:00,True,A
408241,google,Tuesday,,False,B
198991,google,Friday,,False,A
579053,google,Thursday,,False,A
670601,google,Friday,,False,A
324215,google,Tuesday,2023-01-14 22:00:00,True,B
559319,google,Tuesday,,False,A
669158,facebook,Monday,,False,B
417477,facebook,Tuesday,,False,A
229716,email,Tuesday,,False,B
161330,facebook,Tuesday,,False,B
716139,google,Thursday,2023-01-07 19:00:00,True,B
489665,google,Thursday,,False,B
859242,facebook,Sunday,,False,B
331745,google,Monday,,False,B
743341,google,Monday,,False,B
376016,google,Thursday,,False,A
399386,google,Sunday,2023-01-19 03:00:00,True,B
968750,facebook,Monday,2023-01-12 04:00:00,True,B
240313,facebook,Monday,2023-01-19 13:00:00,True,B
530909,google,Sunday,2023-01-02 16:00:00,True,A
714181,facebook,Saturday,,False,B
418316,google,Monday,,False,B
889480,email,Wednesday,2023-01-20 21:00:00,True,A
378588,google,Wednesday,,False,A
214090,google,Saturday,,False,B
710572,facebook,Friday,2023-01-09 00:00:00,True,B
454347,facebook,Saturday,,False,A
118201,google,Sunday,,False,B
248293,google,Saturday,,False,A
608197,google,Saturday,,False,A
658382,facebook,Thursday,2023-01-24 05:00:00,True,B
389400,facebook,Saturday,2023-01-21 02:00:00,True,B
767329,facebook,Sunday,2023-01-10 08:00:00,True,A
900458,google,Wednesday,2023-01-17 15:00:00,True,B
634328,google,Wednesday,,False,A
455239,google,Friday,2023-01-14 21:00:00,True,A
645961,facebook,Friday,2023-01-09 09:00:00,True,B
947116,facebook,Thursday,,False,A
562441,twitter,Monday,,False,B
506786,google,Sunday,2023-01-06 00:00:00,True,B
650640,email,Friday,2023-01-20 19:00:00,True,B
710994,email,Saturday,,False,A
842759,facebook,Sunday,,False,B
448965,google,Friday,,False,A
904855,email,Friday,,False,B
539378,google,Friday,,False,A
241439,facebook,Friday,2023-01-26 04:00:00,True,B
748431,google,Wednesday,2023-01-16 10:00:00,True,B
568295,email,Monday,,False,B
259574,google,Wednesday,2023-01-08 02:00:00,True,A
683194,email,Thursday,2023-01-28 09:00:00,True,B
859904,google,Sunday,2023-01-07 11:00:00,True,A
619751,email,Thursday,2023-01-12 22:00:00,True,A
395943,google,Monday,,False,A
806791,facebook,Sunday,2023-01-29 21:00:00,True,A
155037,email,Wednesday,,False,A
213104,facebook,Monday,,False,B
969219,twitter,Thursday,2023-01-01 16:00:00,True,A
478044,facebook,Monday,2023-01-30 02:00:00,True,A
718871,email,Sunday,,False,A
112453,google,Monday,,False,B
288405,facebook,Friday,,False,B
576848,google,Thursday,,False,B
765522,twitter,Saturday,,False,B
811448,email,Monday,,False,A
405983,google,Tuesday,2023-01-07 17:00:00,True,A
805126,google,Tuesday,,False,B
742313,facebook,Friday,,False,B
267659,email,Thursday,,False,A
262372,facebook,Tuesday,,False,A
812686,twitter,Friday,,False,A
999726,email,Monday,2023-01-18 02:00:00,True,B
701552,twitter,Saturday,,False,A
543716,google,Friday,,False,B
688826,email,Monday,,False,A
984015,facebook,Tuesday,,False,B
805906,google,Tuesday,2023-01-26 08:00:00,True,B
479575,facebook,Thursday,,False,B
802551,google,Saturday,2023-01-11 05:00:00,True,B
814564,facebook,Thursday,,False,A
139305,facebook,Friday,,False,A
261919,email,Sunday,,False,B
423973,google,Wednesday,,False,B
413260,email,Friday,,False,B
664240,facebook,Tuesday,,False,A
300180,google,Thursday,2023-01-14 20:00:00,True,B
218251,google,Friday,2023-01-12 12:00:00,True,B
777036,google,Monday,,False,B
914378,email,Sunday,,False,A
288297,google,Thursday,,False,B
839906,facebook,Friday,2023-01-09 19:00:00,True,B
472924,google,Thursday,,False,A
803786,google,Thursday,,False,B
475735,facebook,Tuesday,,False,A
414684,google,Monday,,False,B
522701,facebook,Thursday,,False,A
444165,twitter,Saturday,,False,A
811782,facebook,Tuesday,,False,A
915982,google,Sunday,2023-01-12 20:00:00,True,A
926044,facebook,Thursday,,False,A
707518,google,Wednesday,,False,A
782622,google,Tuesday,,False,B
853376,google,Friday,,False,A
839319,twitter,Monday,,False,B
470208,twitter,Thursday,,False,B
399623,google,Tuesday,2023-01-30 09:00:00,True,A
158914,email,Friday,,False,B
605341,google,Thursday,,False,B
471021,twitter,Friday,,False,B
489326,facebook,Monday,2023-01-28 14:00:00,True,B
733778,twitter,Wednesday,,False,A
610926,facebook,Saturday,,False,B
142510,facebook,Saturday,,False,B
782083,google,Wednesday,2023-01-07 01:00:00,True,B
810114,google,Friday,2023-01-03 13:00:00,True,B
558146,google,Sunday,,False,A
623538,facebook,Thursday,,False,A
795788,google,Friday,,False,A
244848,twitter,Thursday,,False,B
553925,email,Thursday,,False,B
452410,google,Thursday,,False,A
109864,google,Tuesday,2023-01-22 09:00:00,True,A
208924,google,Sunday,2023-01-04 14:00:00,True,A
765228,facebook,Sunday,,False,B
921246,email,Tuesday,,False,A
268535,google,Sunday,,False,A
720390,facebook,Thursday,2023-01-10 20:00:00,True,B
645027,facebook,Wednesday,2023-01-09 21:00:00,True,B
428380,email,Wednesday,2023-01-24 22:00:00,True,A
440135,facebook,Tuesday,2023-01-11 20:00:00,True,A
515435,google,Sunday,,False,A
554933,google,Sunday,,False,A
742240,google,Friday,,False,B
625080,facebook,Sunday,,False,B
417473,facebook,Friday,2023-01-08 17:00:00,True,B
508883,facebook,Friday,,False,B
544056,google,Saturday,2023-01-12 13:00:00,True,B
543609,facebook,Friday,,False,A
331730,facebook,Thursday,,False,B
580042,google,Wednesday,,False,A
270134,twitter,Sunday,,False,A
408176,google,Saturday,,False,A
641689,email,Saturday,,False,B
117580,facebook,Thursday,2023-01-21 01:00:00,True,A
121637,facebook,Thursday,,False,A
764266,facebook,Wednesday,,False,B
651646,email,Monday,,False,A
274458,twitter,Wednesday,,False,B
410074,google,Thursday,2023-01-15 11:00:00,True,B
786345,google,Tuesday,,False,B
212765,google,Saturday,2023-01-06 22:00:00,True,A
793192,email,Saturday,,False,A
794476,facebook,Tuesday,2023-01-10 21:00:00,True,A
751201,facebook,Thursday,,False,A
898377,facebook,Thursday,2023-01-27 17:00:00,True,B
507464,facebook,Monday,2023-01-07 20:00:00,True,B
797996,twitter,Friday,,False,B
