user_id,visit_time
1,2023-06-11 23:15:00
2,2023-06-01 14:20:00
3,2023-06-27 11:58:00
4,2023-06-08 20:04:00
5,2023-06-05 08:25:00
6,2023-06-12 16:50:00
7,2023-06-26 19:54:00
8,2023-06-16 06:02:00
9,2023-06-12 03:03:00
10,2023-06-29 12:50:00
11,2023-06-02 04:05:00
12,2023-06-01 12:49:00
13,2023-06-02 16:33:00
14,2023-06-04 16:31:00
15,2023-06-27 06:19:00
16,2023-06-28 05:08:00
17,2023-06-13 04:48:00
18,2023-06-14 17:29:00
19,2023-06-20 22:13:00
20,2023-06-05 10:36:00
21,2023-06-20 02:00:00
22,2023-06-29 18:34:00
23,2023-06-18 19:38:00
24,2023-06-14 03:42:00
25,2023-06-13 19:11:00
26,2023-06-02 21:47:00
27,2023-06-01 03:09:00
28,2023-06-14 06:38:00
29,2023-06-25 20:13:00
30,2023-06-02 07:39:00
31,2023-06-01 21:07:00
32,2023-06-22 21:51:00
33,2023-06-08 21:54:00
34,2023-06-03 11:16:00
35,2023-06-03 16:50:00
36,2023-06-29 21:26:00
37,2023-06-22 08:20:00
38,2023-06-11 01:42:00
39,2023-06-16 02:57:00
40,2023-06-08 09:07:00
41,2023-06-07 02:32:00
42,2023-06-30 21:01:00
43,2023-06-06 20:33:00
44,2023-06-30 20:41:00
45,2023-06-08 15:36:00
46,2023-06-17 14:17:00
47,2023-06-02 19:32:00
48,2023-06-17 07:23:00
49,2023-06-12 21:59:00
50,2023-06-29 11:14:00
51,2023-06-11 02:21:00
52,2023-06-25 22:40:00
53,2023-06-19 10:11:00
54,2023-06-02 02:25:00
55,2023-06-03 17:43:00
56,2023-06-17 14:59:00
57,2023-06-14 12:17:00
58,2023-06-01 17:01:00
59,2023-06-09 02:13:00
60,2023-06-10 07:37:00
61,2023-06-29 07:17:00
62,2023-06-07 17:32:00
63,2023-06-05 18:33:00
64,2023-06-04 22:35:00
65,2023-06-01 02:41:00
66,2023-06-26 17:45:00
67,2023-06-19 10:37:00
68,2023-06-24 10:43:00
69,2023-06-23 15:26:00
70,2023-06-09 00:14:00
71,2023-06-21 05:27:00
72,2023-06-29 01:17:00
73,2023-06-18 22:51:00
74,2023-06-01 16:56:00
75,2023-06-17 20:13:00
76,2023-06-17 20:36:00
77,2023-06-17 03:27:00
78,2023-06-17 21:00:00
79,2023-06-06 22:09:00
80,2023-06-12 23:42:00
81,2023-06-07 10:28:00
82,2023-06-15 18:31:00
83,2023-06-09 11:05:00
84,2023-06-15 18:03:00
85,2023-06-28 03:39:00
86,2023-06-06 22:51:00
87,2023-06-28 18:16:00
88,2023-06-27 10:04:00
89,2023-06-29 07:34:00
90,2023-06-02 18:48:00
91,2023-06-02 09:47:00
92,2023-06-02 20:55:00
93,2023-06-04 15:38:00
94,2023-06-16 06:42:00
95,2023-06-28 10:24:00
96,2023-06-24 00:39:00
97,2023-06-10 17:06:00
98,2023-06-09 19:06:00
99,2023-06-27 20:20:00
100,2023-06-03 11:21:00
101,2023-06-19 15:34:00
102,2023-06-28 01:12:00
103,2023-06-16 17:42:00
104,2023-06-06 19:52:00
105,2023-06-22 04:55:00
106,2023-06-10 01:47:00
107,2023-06-17 09:19:00
108,2023-06-25 11:02:00
109,2023-06-09 05:17:00
110,2023-06-10 17:59:00
111,2023-06-22 09:38:00
112,2023-06-14 06:35:00
113,2023-06-08 14:45:00
114,2023-06-18 00:58:00
115,2023-06-30 12:50:00
116,2023-06-04 12:16:00
117,2023-06-23 13:22:00
118,2023-06-06 15:10:00
119,2023-06-10 13:33:00
120,2023-06-19 22:26:00
121,2023-06-13 02:12:00
122,2023-06-24 02:30:00
123,2023-06-05 19:10:00
124,2023-06-18 16:06:00
125,2023-06-01 03:26:00
126,2023-06-15 22:38:00
127,2023-06-16 12:41:00
128,2023-06-17 06:19:00
129,2023-06-29 20:03:00
130,2023-06-16 13:23:00
131,2023-06-13 14:21:00
132,2023-06-11 07:00:00
133,2023-06-29 00:22:00
134,2023-06-05 10:14:00
135,2023-06-02 03:58:00
136,2023-06-24 11:47:00
137,2023-06-12 05:58:00
138,2023-06-07 21:14:00
139,2023-06-20 08:50:00
140,2023-06-16 11:39:00
141,2023-06-30 13:17:00
142,2023-06-02 20:53:00
143,2023-06-21 11:07:00
144,2023-06-21 15:23:00
145,2023-06-03 12:27:00
146,2023-06-19 00:19:00
147,2023-06-30 19:41:00
148,2023-06-16 03:54:00
149,2023-06-13 12:47:00
150,2023-06-19 03:05:00
151,2023-06-08 02:30:00
152,2023-06-11 21:47:00
153,2023-06-16 06:16:00
154,2023-06-17 12:16:00
155,2023-06-21 21:20:00
156,2023-06-01 21:46:00
157,2023-06-05 16:56:00
158,2023-06-19 22:11:00
159,2023-06-07 13:54:00
160,2023-06-28 23:34:00
161,2023-06-16 05:59:00
162,2023-06-04 20:10:00
163,2023-06-21 08:40:00
164,2023-06-03 14:28:00
165,2023-06-23 04:48:00
166,2023-06-23 14:42:00
167,2023-06-10 09:45:00
168,2023-06-01 11:03:00
169,2023-06-25 03:26:00
170,2023-06-06 13:14:00
171,2023-06-20 11:01:00
172,2023-06-22 01:03:00
173,2023-06-03 07:04:00
174,2023-06-28 07:53:00
175,2023-06-13 06:35:00
176,2023-06-17 14:58:00
177,2023-06-17 10:24:00
178,2023-06-02 03:16:00
179,2023-06-14 22:40:00
180,2023-06-20 06:08:00
181,2023-06-19 13:36:00
182,2023-06-20 21:53:00
183,2023-06-27 01:05:00
184,2023-06-01 14:14:00
185,2023-06-18 01:08:00
186,2023-06-27 19:43:00
187,2023-06-06 03:12:00
188,2023-06-15 23:16:00
189,2023-06-27 18:39:00
190,2023-06-19 06:29:00
191,2023-06-16 05:19:00
192,2023-06-04 10:11:00
193,2023-06-23 21:30:00
194,2023-06-09 19:28:00
195,2023-06-18 14:22:00
196,2023-06-26 19:17:00
197,2023-06-02 14:47:00
198,2023-06-29 07:32:00
199,2023-06-29 03:45:00
200,2023-06-01 03:17:00
201,2023-06-17 07:49:00
202,2023-06-25 02:18:00
203,2023-06-11 11:27:00
204,2023-06-16 17:51:00
205,2023-06-18 11:44:00
206,2023-06-20 08:08:00
207,2023-06-30 05:47:00
208,2023-06-15 08:26:00
209,2023-06-11 21:48:00
210,2023-06-19 07:30:00
211,2023-06-02 22:51:00
212,2023-06-05 13:06:00
213,2023-06-25 03:14:00
214,2023-06-21 23:26:00
215,2023-06-29 13:06:00
216,2023-06-08 22:11:00
217,2023-06-03 00:31:00
218,2023-06-02 04:54:00
219,2023-06-13 15:47:00
220,2023-06-07 00:40:00
221,2023-06-14 10:40:00
222,2023-06-13 17:43:00
223,2023-06-04 23:59:00
224,2023-06-17 00:38:00
225,2023-06-25 09:53:00
226,2023-06-08 17:11:00
227,2023-06-27 01:04:00
228,2023-06-02 06:02:00
229,2023-06-06 15:55:00
230,2023-06-06 15:20:00
231,2023-06-28 08:24:00
232,2023-06-16 05:18:00
233,2023-06-15 04:45:00
234,2023-06-22 01:06:00
235,2023-06-12 13:26:00
236,2023-06-22 13:45:00
237,2023-06-18 11:59:00
238,2023-06-30 03:36:00
239,2023-06-12 08:51:00
240,2023-06-09 05:15:00
241,2023-06-02 10:09:00
242,2023-06-22 22:56:00
243,2023-06-27 12:31:00
244,2023-06-15 12:52:00
245,2023-06-21 17:35:00
246,2023-06-05 23:18:00
247,2023-06-30 20:56:00
248,2023-06-06 03:20:00
249,2023-06-30 14:42:00
250,2023-06-11 12:31:00
