No,Ticker,Company,Sector,Industry,Country,Price,Volume,MarketCap,PE,PEG,PS,PB,EPS_ttm,EPS_g_next_yr,EPS_g_next_5yr,DebtEquity,Beta,InstOwn,RSI
1,AVD,American Vanguard Corp.,Basic Materials,Chemicals,USA,25.434086174679507,2097170,2301002.2631209674,14.046156045897998,1.2529020927180612,0.8636421363175345,1.574670851379699,1.1176053222786655,5.290049303532326,10.077891800808196,0.2748646274005505,1.2170306650389136,22.766034228936753,46.00735510153272
2,MOS,The Mosaic Company,Basic Materials,Gold,USA,46.73801616587294,1693764,62216.78060046508,11.44451123953041,0.8326241479464429,1.5683041842488326,1.2685446870411536,1.4955238531976964,13.289385281032239,15.637400462710135,0.18052025572310137,0.6250631209336679,10.349098579422265,57.45088478558573
3,CE,Celanese Corporation,Basic Materials,Oil & Gas Drilling,USA,55.010389932067355,1815232,1159472.1143752136,9.704785449187838,0.881280375006301,0.9497377001183437,1.5022240580659316,2.863223200453751,7.651315958727416,12.840043039157246,0.6960292220857354,0.5615190180262557,10.732019040973928,30.885853946335242
4,ASH,Ashland Inc.,Basic Materials,Steel,USA,77.00065496338932,544850,1482333.2353823017,8.696052696448483,1.101769535236282,1.072957018527152,0.8954832319515862,4.008986345431106,7.885060017296576,9.575112375598804,0.5845304892483757,1.264879854945609,11.653560688718333,52.2660046348701
5,ACET,Aceto Corp.,Basic Materials,Agricultural Chemicals,USA,31.49357871071006,1432561,1289964.286140185,11.952688345849289,0.9860609469768058,1.1442691556588849,1.6553028355234898,2.512682388810715,17.958822073375647,8.276710651299283,0.2986006261356279,1.0530792360938221,12.64084290411963,14.827535334111417
6,DOW,The Dow Chemical Company,Basic Materials,Chemicals,USA,37.86323209383577,2268423,8463953.846580246,8.370945350509201,1.3314873038816424,0.7184098279933332,1.0351280729200418,5.3106408683171455,7.32995782789318,5.347832581641801,0.34567451715471886,0.8161089975272627,18.581730207333887,51.89667790077598
7,SQM,Chemical & Mining Co. of Chile Inc.,Basic Materials,Gold,Chile,30.99439602898986,701148,4321862.154514835,14.781061587085702,1.095719745214652,1.2017248322534788,1.1487220314056672,5.5747407660702075,11.842812982131877,5.955201926163248,0.7602309708595364,1.190569647374788,22.31933636411003,60.687675023464294
8,FF,FutureFuel Corp.,Basic Materials,Oil & Gas Drilling,USA,38.3208973060927,1428936,804418.9996131794,13.363470752501936,1.116033609792634,0.8659856099245402,0.8723090779397787,5.870106370570303,11.5037086238772,14.954889202368278,0.39984215871521445,1.1061103780219983,20.324643976790185,69.03899115772154
9,AJ,AJ Corp.,Basic Materials,Steel,USA,109.41716176158315,83388,2575799.980934147,28.54981795886499,2.7968318762931172,1.1278456143426745,1.472854141691063,-1.2173697699856967,-4.146975259711244,11.604480376711404,0.21082081159490842,0.7026986627280336,55.63314407868415,90.28191022686438
10,AK,AK Corp.,Basic Materials,Agricultural Chemicals,USA,26.309750816039703,79339,872316.8969147303,,2.404327200354716,1.8814324169526513,3.8173980756495447,-0.3097398978188961,-13.207861145602106,5.088335527262768,1.0016435043461396,1.1463421848585917,12.751024977454778,76.6811246122452
11,AL,AL Corp.,Basic Materials,Chemicals,USA,35.31039463824976,22063,4913417.153395301,29.948341363996093,1.0124587789747088,5.788427022646596,4.322344707253046,0.46750600804950815,28.12298859666938,10.080370100146954,1.396235838499471,1.4946911747268503,39.41232009710726,54.310319173530736
12,AM,AM Holdings Inc.,Basic Materials,Gold,USA,18.08060487023954,28955,8023080.103058722,32.08811004908271,0.683968881134678,1.5810750930926285,4.87093848237786,0.06282677850516238,11.030420254147648,10.501290238941952,0.3485556963887542,2.0147748401963965,48.159506167837414,58.18903623613424
13,AN,AN Holdings Inc.,Basic Materials,Oil & Gas Drilling,USA,14.901268032456539,1005311,2128655.9795810357,20.654586691446436,1.1328031427209184,7.038313429462843,1.9313285386635137,1.382889899166133,13.282147716445728,28.16486085127439,0.21726896192644946,1.8796721089883308,43.83539440788211,48.67651254310663
14,AO,AO Holdings Inc.,Basic Materials,Steel,USA,13.415263469242285,673621,393195.72274072946,19.14669220872416,,6.89740513248645,0.9473154295397798,6.122124006895871,8.14326285427422,-0.7965951615274598,0.760054932452277,1.1395768630080616,21.082595561267162,53.765327589536405
15,AP,AP Corp.,Basic Materials,Agricultural Chemicals,USA,133.7017933152368,27060,1917376.906728211,7.518706864153402,2.3428847024914052,,1.7494254844236048,3.0643144361143038,-0.7113203086879079,6.089624949920043,1.0709764098477328,1.703647611358067,36.415750238131636,59.72431814651104
16,AQ,AQ Corp.,Basic Materials,Chemicals,USA,10.80932608390057,17882,326698.7936924135,29.723738807638984,1.594357882129099,1.8890622050118455,4.902149052672417,6.577532182893853,8.294053782858626,17.501482684244603,0.442628823490507,1.195874858619799,17.879848489492698,66.91317915565685
17,AR,AR Corp.,Basic Materials,Gold,USA,64.35534687618927,37483,3975870.0349818133,34.003278112359716,1.1832900279452658,2.1864635647329456,0.616903419801268,8.0653808530135,16.593778780655942,24.93668866909987,0.4061026228875443,1.1417202273873603,36.03662242277543,68.16096073772493
18,AS,AS Holdings Inc.,Basic Materials,Oil & Gas Drilling,USA,74.882512904226,100080,11151898.6704471,26.102774580300174,4.362304161053546,,2.1630271369665297,3.4326993930818865,-3.581233209732522,15.712811656652896,1.6081432270621199,1.001057933194414,49.6682891864134,58.40747036200374
19,AT,AT Corp.,Basic Materials,Steel,USA,29.052192097456942,121475,8945628.340583863,14.38070060987449,7.0515217418690535,2.9236008954260795,,8.351894420758176,6.446952901186858,20.73940039129213,0.19892416205253483,1.4028028849113758,56.97373934583324,25.222108761100934
20,AU,AU Holdings Inc.,Basic Materials,Agricultural Chemicals,USA,55.909243876913365,86544,15987696.718337357,10.643125486371993,5.401420229291577,5.023191279990604,1.769159479545492,2.0334724951916225,25.329428367628466,-7.538704246738039,0.3615338815701354,1.0523596648731826,43.09563363414304,29.612271384475243
21,AV,AV Corp.,Basic Materials,Chemicals,USA,46.041723802895184,552425,21343556.88620014,11.851913162328001,1.0953246655630995,1.7784678861933259,2.809441286945872,8.951676547616762,22.372117851729094,11.826969457589662,0.2692526088045664,0.9289075029319723,49.24310794238399,27.767776547282057
22,AW,AW Holdings Inc.,Basic Materials,Gold,USA,24.362096448013205,122178,1051801.106359453,50.26649903291023,1.8818277898061049,6.87910283989464,0.9786343393254835,-3.050823805936495,7.222332215447337,14.224719938332381,0.5375554699374216,0.15,37.95722291487085,50.945748833428276
23,AX,AX Corp.,Basic Materials,Oil & Gas Drilling,USA,18.36481632759821,30683,1032951.367481062,,6.177058764311904,1.7592812678260359,1.7952144425475207,0.8778516865004726,-12.077244169255337,7.893138936953779,0.5725786353638718,0.15,35.52675480284619,63.918959704407136
24,AY,AY Holdings Inc.,Basic Materials,Steel,USA,41.69850042665762,29578,1497462.5143126708,18.911383076060034,0.45231970648857295,,5.835366131212381,4.244982281778452,12.357502163609507,43.86768889300762,1.2042602009082344,0.9924370838336551,31.2157445376203,39.336413626981
25,AZ,AZ Corp.,Basic Materials,Agricultural Chemicals,USA,95.69758780183135,30442,8533751.446698131,35.728343868745924,1.0654552719462316,2.19493013340148,11.232179739726586,5.646504616599353,27.540247102999896,-4.406142190130883,0.1440663521167471,1.4735780601272137,36.63052113052419,45.58646136036073
26,BA,BA Holdings Inc.,Basic Materials,Chemicals,USA,19.801316727753367,25120,277681.90753026167,22.59501594901915,1.0933174378336754,2.6585401023072057,2.322894334763475,0.554331742181335,18.575477161560585,15.510089063868188,0.27744691202521443,1.0946995374431516,38.18058553037827,41.33571117981053
27,BB,BB Holdings Inc.,Basic Materials,Gold,USA,7.965980505887584,82880,2201098.5944353146,22.589589849340946,0.7212368778122369,,1.144567245195932,3.256776530250436,-0.42756150454938435,18.36276204098896,1.1931458287157575,1.3972371671856014,9.78841401151493,54.37620998146523
28,BC,BC Corp.,Basic Materials,Oil & Gas Drilling,USA,88.3174259318525,115577,9732064.046362258,26.488850735504915,1.4058758442093382,1.5638222793127512,1.8117729844844006,5.187599050981415,3.435670549650224,23.213353143803396,0.41333794086026965,0.15,13.116454384068533,40.190370528563406
29,BD,BD Corp.,Basic Materials,Steel,USA,50.29426485873006,128392,4689967.036809859,6.52028465288809,1.0585468800539282,2.689394951499759,2.672047638865713,4.220597358302853,21.522908111434262,10.902603582680776,0.39101337301375916,1.2317192514056874,28.532321899622982,73.13679837443473
30,BE,BE Corp.,Basic Materials,Agricultural Chemicals,USA,50.28419834013291,85233,18925434.281418387,18.965304652529618,1.000528575079335,1.6119620124208127,3.0670434679818097,3.7229916903158426,34.27514137581292,1.4883188098606972,0.23013359449049492,0.24957588799307462,58.313641296696915,89.0100021675797
31,BF,BF Corp.,Basic Materials,Chemicals,USA,38.7291981532329,2838,4208345.606874934,24.882846405970252,2.09160774126535,0.9906730292112444,1.003535620396374,8.437849958797559,43.54167542432481,15.763479338185732,0.36440194386802455,0.9899696139488052,63.47699919312802,63.93145084642376
32,BG,BG Holdings Inc.,Basic Materials,Gold,USA,43.24760586463977,74570,6140453.00601937,18.29011717244314,4.899825440409317,1.8344476250325328,0.9034141596310553,1.6610095033322305,17.746889107387858,30.3385170443988,1.210167185535121,0.9290000892503263,19.141790891294104,54.215583733347145
