Symbol,Date,Open,High,Low,Close,Volume,AdjClose
AVD,2010-01-04,22.113469981157714,22.90610309924857,21.91313833634758,22.314191984709726,1559327,22.314191984709726
AVD,2010-01-05,21.488923446957447,21.667704048930432,20.74813974749519,21.38026753848574,369355,21.38026753848574
AVD,2010-01-06,20.889705775873345,21.52482762979053,20.40816359830776,21.000655177712765,1245100,21.000655177712765
AVD,2010-01-07,21.271275102787396,21.902448032385216,21.019749567061737,21.475614311898457,1056693,21.475614311898457
AVD,2010-01-08,21.22258028718457,21.287850739906087,20.905769824803862,21.26627369587511,128105,21.26627369587511
AVD,2010-01-11,21.4271823646003,21.67587465638002,21.123732484455594,21.434638583428576,1008404,21.434638583428576
AVD,2010-01-12,21.40211821033394,21.872828014450906,20.908968734944164,21.54464455241275,1776418,21.54464455241275
AVD,2010-01-13,21.839561431599574,22.524361516056047,21.626627981604106,22.040549939939734,566902,22.040549939939734
AVD,2010-01-14,21.155160240224014,21.470884043404507,20.6895891328605,21.28751516005249,805355,21.28751516005249
AVD,2010-01-15,21.51583636719976,22.150164171077094,21.04634268458888,21.439040539763802,871904,21.439040539763802
AVD,2010-01-18,21.405102690743828,22.02873485937927,20.999850101931397,21.585451870711417,692411,21.585451870711417
AVD,2010-01-19,21.303312757165166,21.5415777481086,21.070510984118357,21.27988911901132,1532962,21.27988911901132
AVD,2010-01-20,21.5090923843069,21.725336370162964,20.922057262447186,21.66228285494794,1296961,21.66228285494794
AVD,2010-01-21,21.023990084731242,21.267822879673112,20.522909708873275,21.1527301807781,130379,21.1527301807781
AVD,2010-01-22,21.52635320386761,21.888052047025162,21.01004173054881,21.572484718453488,741275,21.572484718453488
AVD,2010-01-25,20.61983358646351,21.094255510411962,20.06830954097758,20.785776695005328,669842,20.785776695005328
AVD,2010-01-26,20.340689326403396,20.946069234085446,19.857147395718304,20.474509284733475,1106633,20.474509284733475
AVD,2010-01-27,20.380137270590236,20.887223946116663,20.139892300226506,20.441891238128097,68883,20.441891238128097
AVD,2010-01-28,20.46847761799572,20.66245934349249,20.304014324000264,20.53844429082718,755198,20.53844429082718
AVD,2010-01-29,19.98924982853443,20.34603192429882,19.68739134480964,19.890089186897615,634302,19.890089186897615
AVD,2010-02-01,20.10460841476782,20.28959611744967,19.788074305448234,20.277051637893774,202522,20.277051637893774
AVD,2010-02-02,20.714573880781895,20.962246067268104,19.981673281580928,20.566311041882113,206577,20.566311041882113
AVD,2010-02-03,21.421677586329906,21.91273006949641,21.26086603197702,21.287044619755253,1553249,21.287044619755253
