x1,x2,y
-1.0257351874462213,3.009543230313471,0
-1.1176058696755973,1.865491464539895,0
1.9864033762910058,-1.4178491394312132,1
0.18376929442032008,-0.9325253520831368,1
-1.2462298212884046,-0.31801186984752294,0
2.260578495863056,-1.3688913121322783,1
-1.1544111368839056,1.1490875079037914,0
-1.2064541846400278,0.32184361421355634,0
1.5566511899197075,-1.0657146820462409,1
-1.043230025796249,2.742099159143354,0
1.5579771433263152,-1.2391463801591411,1
-1.1459640265598339,1.2615993068819877,0
-1.1326492997762454,1.720427929590839,0
-1.183296257612369,0.8439406322198446,0
-1.1131543635494103,1.443392099098209,0
0.8574595123552844,-1.140793456104085,1
1.2127080603398854,-1.138798973087729,0
0.07801288448807253,-0.9779081065313301,1
3.847217396268203,-1.8919903922044692,1
-1.2196616303607044,0.007420275446075708,0
-0.7572688811803527,-0.47180562469918763,1
-1.1251077636998905,1.5649553337562239,0
3.5498021920416263,-1.9325241613022104,1
1.1314975824481952,-1.2581997529625966,1
1.55213853042722,-1.2850615482933225,1
-0.8092120081141547,-0.3049908628520773,1
-0.4552600609906412,-0.6741484052669697,1
-1.0809874915176974,2.190822329971599,0
-1.2562117154234789,-0.4441831743064357,0
1.8160286075972625,-1.2503839015602642,1
1.0846015924629469,-1.1367164798654723,1
0.6825643875171814,-0.9770029420453679,1
1.9264212973701889,-1.246120202479123,1
3.1345840545762167,-1.841839098467942,1
-1.0943562231826125,1.8942727872435159,0
-1.122487642802735,1.5419803956264346,0
-1.2424530895919468,-0.493906598697317,0
-1.011717322376542,3.2059453049137443,0
0.7703095208563893,-1.1028087489401055,1
-1.104642116132769,1.6227671983593805,0
0.047610442945993814,-0.6697760970804573,1
1.1107214875761409,-1.3698063631238593,1
-1.1536545749051685,1.3222739348477974,0
-0.019231086531076302,-0.7916788909302253,1
1.714025930630989,-1.3491348650194794,1
-1.1915084451106497,0.29143641854104596,0
1.846075476023463,-1.4495799465659536,1
0.7081756203703373,-1.1357702691684035,1
-1.1444451377316056,1.0707650704790919,0
-1.1556297798722357,1.2560321417256335,0
-1.0991135353413801,1.9235090611268841,0
0.3326612388543376,-0.7879716076988585,1
-1.5543309833884087,-0.5223866599455419,1
-1.2152978627801585,0.2907929713015708,0
-1.173414609486284,0.7014525833330731,0
-1.1674692887017293,1.0923432633111203,0
1.3090694685636244,-1.1354716720780065,1
-1.258493412820464,-0.4875582255512654,0
-1.1519111956256973,1.2345723505693624,0
-0.9869546413833342,3.7963503144872557,0
0.9283616598454002,-1.1518147889648538,1
-1.0459293985273002,2.8632034990302735,0
-1.1594134496860233,1.0610762099939532,0
-1.1732171467996546,1.0236882779238299,0
1.9289050971062978,-1.4604146153618118,1
0.7666772467893492,-0.9635314105375926,1
-1.154144051635205,1.0019701067920013,0
-1.1049866520469835,1.877409274361363,0
-1.2673386475371085,-0.5918729211243867,0
1.6583142253889918,-1.3265322404192383,1
-1.1969810205567848,0.35585471628014553,0
-1.146667405219127,1.198961638879592,0
-1.309304814395006,-1.376758087165964,0
-1.157855194958389,0.9946218515332348,0
-1.1776412078732776,0.6998225750664909,0
1.8586947608139872,-1.525027215583745,1
-1.0699518967339046,1.9838395714864168,0
2.9659904880866295,-1.7009563575904707,1
-1.1678719466992276,0.8060545897438005,0
-1.2244572372917033,0.21949041288456528,0
2.4885452282235883,-1.5551527275774055,1
1.403515225134735,-1.1900251632241028,1
-0.1890490636627502,-0.6897908661135941,1
-1.0675626698129,2.469608856791641,0
-1.1157490208308614,1.8779468602857001,0
0.7500491279811415,-1.0947689450220022,1
-1.167199245458316,0.8011655780891331,0
1.2633279820653929,-1.2950127243089413,1
-1.0466916920907765,2.5499248478702565,0
-0.9279464844808517,4.711706158500551,0
-1.1266548955171725,1.622639757952173,0
0.7601479450604768,-0.9045494879289255,1
1.3344557314717704,-1.1775964058053692,1
0.8594527180786057,-0.9463382040085484,1
1.2954551835322277,-1.155552307346501,1
1.6664492897789183,-1.379582159778252,1
1.0885053361324106,-1.121907629992536,1
-1.1530233561352117,0.9816367638987731,0
-0.368478644388307,-0.7457863147514554,1
0.44308975161292863,-0.9770780629370549,1
1.3513297323005355,-1.151356336466015,1
2.5054575938761605,-1.651075630068056,1
-1.2279541623745445,0.09618063188118309,0
-1.1324046249390674,1.4322847062228636,0
-0.08799551794836824,-0.823372069017432,1
-2.2390278424550774,-0.1123489702785212,1
2.023739901224471,-1.4411374482306796,1
1.4168335572762298,-1.2943680348534974,1
1.421052540670316,-1.3108331586373736,1
1.6677022844323504,-1.285012331705622,1
3.0875432097186515,-1.7589739216928217,1
1.1148087755810734,-1.1319821474306597,1
-1.0885696439851866,2.478287232858268,0
-1.1464520588559384,1.2474490922810777,0
-1.5465765283847044,-0.27824133282165653,1
-1.01765462387477,3.2229254460478893,0
-1.4069589895413386,-0.3479871826646753,1
1.5217553122253376,-1.511343459091206,1
2.7355487634024165,-1.5085403107540716,1
-1.2099892098936589,0.32352414340726354,0
2.058351767064494,-1.446951660457974,1
0.8070128372219454,-1.087650775018119,1
-1.3059150664761063,-1.2541843918140052,0
-1.1563263429117931,1.2389588872280937,0
