dti,utilization,default
0.5186705532904826,0.3526530432120066,1
0.4135082177425808,0.5155046409795777,1
0.47588071424505507,0.3489485225896082,1
0.10345872375332538,0.9081875629647067,0
0.42842864952434256,0.05994785023184765,0
0.6384864213346717,0.8629619896461123,1
0.3040431034158536,0.2930849548753535,0
0.11744185000840537,0.18643309862583018,0
0.6249598672195055,0.8308892187018219,1
0.4555893109530241,0.7864693551638757,1
0.16831564156696732,0.0873385696871172,0
0.4532355539160722,0.32426165488892666,1
0.6456449766419557,0.1374953786010516,0
0.17569128440389714,0.7447635996732166,0
0.56231587910752,0.8907163889588166,1
0.46934647113641004,0.32093424722677766,1
0.1830050165460711,0.38099026279575526,0
0.16086303935315674,0.08076649002625326,0
0.622494219308308,0.14344900747661876,1
0.25426251656240306,0.1095456245701246,0
0.3148366994116721,0.7234973454668001,1
0.44365241104664227,0.24296269193653963,1
0.3141811422209266,0.48350866649019786,1
0.050158702388271116,0.3016488105326653,0
0.20615352222698835,0.5333346158231974,0
0.33334129682740615,0.5657678027461559,1
0.5067610664268506,0.37252287619515423,1
0.4138318043990567,0.2949566293240736,1
0.3081170175648998,0.8944648515071852,1
0.1646170780603907,0.9197642390560152,1
0.520793328776454,0.4845803275344103,1
0.1622740888655457,0.42002200283489377,1
0.4842674385140932,0.531946529319093,1
0.34844492021650275,0.5538163279505768,1
0.38132464396962745,0.9405510142236977,1
0.2803937372961174,0.4531659499193963,1
0.17179458010124624,0.3693731725518141,0
0.15185133807275691,0.9334289038279832,1
0.4348928425663579,0.6532469223028378,1
0.2156816184461084,0.17472737775120398,0
0.05853093133821095,0.5587472134518687,1
0.1655803801859671,0.8112711894268564,0
0.6027204469756864,0.5751391123741075,1
0.4770242204925632,0.2952784188605837,1
0.39815570303291814,0.38746758812421334,0
0.29097702237249484,0.7286813989102255,1
0.5407540846315718,0.5675962440756165,1
0.2079110081153872,0.06497866271222583,0
0.4298427570959876,0.3485741941448106,0
0.05720249383653475,0.7384647604488466,0
0.43741034432620785,0.10709101131118517,0
0.6335353421911276,0.42391757670844177,1
0.47502815834237033,0.5690819484344322,0
0.09604293398560107,0.33143688727569204,0
0.404906757036674,0.6880240466152251,1
0.24007666712029396,0.11049798372309544,0
0.601817453437567,0.9195330918105231,1
0.060866086543042375,0.7533437956990979,0
0.05712609171067604,0.8648121881427321,1
0.1077216566527247,0.5355513638679569,1
0.2535801094926354,0.4828903504053147,0
0.5794442606232674,0.33711356092745126,1
0.3887872272651039,0.14350654580725242,0
0.44741873390445563,0.5308648645090197,1
0.07660540841600591,0.3381547207759085,0
0.15488844913139138,0.8539125756555422,1
0.278445817030151,0.2025076758315038,1
0.4266760803938786,0.08822373305104136,1
0.5009008676594231,0.7833058426755697,1
0.394822898088772,0.961774906633322,1
0.21770183983636948,0.45163819328025967,0
0.157690733809292,0.859909858888607,1
0.30296138055839394,0.7183227308989909,1
0.2035230134389333,0.7813596488149727,1
0.5059521888240331,0.5982185179020878,1
0.5858383927726577,0.5211487376890931,1
0.5324885807205626,0.6356595678013592,1
0.1226016019191017,0.7910253579911345,0
0.5223266699556575,0.933746949640751,1
0.05906195849491938,0.8777882296282422,1
0.13111701428711914,0.7318307190458806,0
0.470476360977465,0.9150225841530503,1
0.24337345846291786,0.07499893610546124,0
0.5462639720483283,0.05996494711253017,1
0.4630538961826787,0.2867085325254241,1
0.43416584879987974,0.05622889725959608,1
0.4103643190102554,0.5706987680069984,1
0.5978353142107282,0.23395415643889889,0
0.549302118444402,0.8657716969959918,1
0.06764411047137427,0.13935643609690823,0
0.6408383431780792,0.7687490819247953,1
0.3087642274900836,0.10624230790678799,0
0.22730062943322105,0.9229355718750254,1
0.5716530544071527,0.3883534946021843,1
0.6014003527662624,0.3090926269180185,1
0.5136799779635473,0.3486126438918148,1
0.4819029863237785,0.7056818926812304,1
0.056204782154157654,0.8550056980129069,0
0.21594537076925935,0.6726108057201233,1
0.5372577326465898,0.18087006260228694,0
0.6490452678814567,0.39773592558014587,1
0.21842566426537746,0.5029351564975568,1
0.5065496005047165,0.3037403876006133,1
0.11780820566996131,0.919008437777453,1
0.49863042189430795,0.7076148160870722,1
0.26393580803698363,0.7024456785741234,0
0.09643739243397478,0.28084542679443825,0
0.15550929788816265,0.5437408432443397,0
0.3906195116604016,0.26624063677068127,1
0.3334749295631395,0.3498231091009579,1
0.46240396210625634,0.7721979704129109,0
0.2590358458032235,0.2822590512507577,0
0.4078088580677195,0.6847779763717758,1
0.275350485133295,0.2745647877250792,1
0.5109134406744403,0.78774079533263,1
0.0539210421276656,0.19886763280459002,0
0.4033551110606249,0.8719295507316583,1
0.4025397675388347,0.09826172866085538,1
0.08490271618939856,0.24846802321253775,0
0.5087939733549562,0.6611153553942206,1
0.43071729277320786,0.38411743018831046,0
0.6201058581811919,0.2016364297999475,1
0.16228759652467267,0.18964966093355057,0
0.30497108800616224,0.536339129825731,1
0.5689803870982927,0.3361464755230296,1
0.6165561438991717,0.889773437928327,1
0.46115683485110737,0.744628503603635,1
0.26166821971448845,0.5056226344380021,1
0.49633104396423355,0.6562854627903921,1
0.3225778848135988,0.258123187426611,1
0.3707533411672038,0.4509627545208392,1
0.456371712837767,0.8009993193149214,1
0.6080184451823095,0.8893407710735002,1
0.05530962453614274,0.1881784514440793,0
0.4699069783618712,0.3479194226680392,1
0.5987402046184965,0.7694540184126449,1
0.2746000727542424,0.31650607578850387,0
0.19210085100778257,0.36468126560619724,1
0.3918562093357084,0.14099082284560654,0
0.06801932379370086,0.8276149535262036,0
0.5329683165912816,0.15259145177484273,1
0.3428642301518669,0.6776167194071815,1
0.4481560646375942,0.1356782544853478,0
0.517779876626442,0.29570194798653754,0
0.061764825116724875,0.9109755694338514,1
0.16381558242426392,0.16173963213230738,0
0.30059935914758623,0.7794560115535868,1
0.4159175151653517,0.251944086452938,1
0.26993753163779455,0.8149161039722402,1
0.21692058474623016,0.3599567555739586,1
0.06512909261946269,0.551356952859343,0
0.30643576510463155,0.8066152628852163,1
0.613761487801618,0.13344720715193756,1
0.06799076572958036,0.4028436441057814,1
0.4100153855585713,0.8903782481104753,0
0.17243185571728248,0.2960072527454879,0
0.6330159845398585,0.5781154816493593,1
0.5340250261581813,0.8973736447439834,1
0.17954657340112168,0.7053238272603346,0
0.6327216695933708,0.9028487245920943,1
0.23669767041935474,0.5653575078449092,1
0.4643252392045453,0.6739337432821341,1
0.20703902329400042,0.10995614917282484,0
0.2252771025689151,0.9272426484066466,1
0.08829219802259099,0.4411046468146033,0
0.22636580869962575,0.5474681060410398,1
0.29613897506501435,0.5449047369069047,1
0.06627542746321739,0.34225509239021723,1
0.057041078242527354,0.9412675334388004,1
0.05624423610304712,0.6613128500768294,1
0.5780744793720308,0.543296594255978,1
0.29891460402346975,0.19206301929022024,0
0.5999028013021759,0.729988061634506,1
0.33786273845818066,0.6461109406546077,1
0.38545588526656477,0.9316661825734024,0
0.2731285212215762,0.5800258800393926,0
0.5181060903099419,0.3562078201660185,1
0.25591177736775217,0.6320662728231146,1
0.5346598528670694,0.1880553467233601,0
0.28493715595670077,0.26128693129426656,1
0.12630210269094327,0.5836585369352101,1
0.3004906664920133,0.6489001631540761,0
0.06753448970300571,0.9483064685148973,1
0.28241034638678897,0.08457314223130974,0
0.28216949026219595,0.8649134371324994,1
0.47454101199610615,0.42746913294760813,1
0.6492988795741217,0.07882176916212741,0
0.14331003543095716,0.4193154733934528,0
0.4155809304965459,0.6068418069246826,1
0.5523385388536105,0.3929895256513562,1
0.45918444511007855,0.37641408610161287,1
0.19011066761665746,0.8084613439659143,1
0.30187656151866754,0.44519826513980726,1
0.6097695270843408,0.9408472224979804,1
0.36219119957324575,0.2906499071525716,1
0.4556124998778844,0.14158656779863585,0
0.23522364470927198,0.5000349312271682,0
0.5254869016849142,0.7281963388793655,1
0.38734509113360927,0.3760994435127678,1
0.5220481022715843,0.27716999467606485,0
0.21808803136782168,0.5726189656801499,1
0.18936399507889778,0.8134592542393828,1
0.15843737981826767,0.5854087584611507,0
0.4071020681410501,0.6084722765214273,1
0.09741901476292232,0.41810206885909945,0
0.2573485382585544,0.6584861820550947,1
0.44861149949252654,0.7569099932153392,1
0.21666619743130905,0.12316537383373288,0
0.2057834402584227,0.9589861332676038,1
0.19043675911588492,0.45221865719893695,1
0.33397760499888873,0.4765684281948631,1
0.503752619247459,0.5102945763819569,1
0.20825998624491743,0.7313811501118244,1
0.3693053063564591,0.4880025570253873,0
0.6442951823536851,0.6138882742210222,1
0.35066600463960995,0.3270065349667127,0
0.21187593731462145,0.2861709354137973,0
0.5532510523640132,0.5273066080852177,1
0.5931336936289344,0.1612951102458065,1
0.4978574362128388,0.09352027365455982,0
