inflation,unemp_change,recession
4.293893356537701,-0.30168281511306,0
4.509126799807376,0.4501967525235045,1
4.881812595022564,0.0338839018312678,1
4.16042821713479,-0.6909065322206852,0
4.953693472633224,0.3318172282072696,1
5.093780225973114,-0.0006134596953948912,1
4.243601508873238,0.27973985148645286,1
4.13834894985002,-0.8387390141237003,0
4.29426722956879,0.38369617304554837,1
4.060197087789312,-0.44911396924814556,0
4.164555239299364,0.8630885548665421,1
4.892274467326556,-0.3497235594105289,0
4.154106414452005,-0.6418572034458149,0
3.849918866872633,1.4322428342225006,1
3.6817330626215945,1.2456184402953367,1
5.191100191982246,-0.2888614479045332,0
5.658997060946586,-0.21183569731870522,1
5.245265502209764,-0.2505534814914599,1
4.435677055196111,0.6310814575991585,1
5.586603571937742,-0.3459222243569984,0
4.974206392413107,0.3822736860247463,1
4.316297470656109,0.5998307047063677,1
4.843010512094834,0.578436832467001,1
4.547925236372427,0.5100229736821392,1
4.485281017840194,-0.08651496461043308,1
2.49621767410617,-1.3671308504134703,0
5.012660628571959,0.6959893584038409,1
3.5757164353637307,-0.7468189070580613,0
4.89956872722569,0.5079232015757096,1
4.799836879929751,1.2376909483829086,1
4.073709364346892,-0.7393214585131016,0
3.943074670685821,-0.7798986245582281,0
4.225425055814737,-0.6776993104049819,0
4.650754217626302,-0.07395349151864528,1
6.482228489704646,0.4797401951853971,0
4.528075650479337,0.928016206167745,1
5.118514960955009,-0.2656342594431155,0
4.551916619473344,0.6729784802104366,1
4.161756605042784,0.6723073811201702,1
4.018085838797352,1.1647083425635618,1
4.919890626013525,0.856942824803379,1
4.285130090478224,1.3970767036917568,1
4.563939120310234,-0.34483320570264014,0
3.813294215304283,-0.6898203988405122,0
4.711645878700285,1.1455223463051067,1
5.959193902360165,0.31652439874349775,0
4.820247042399107,0.3167330348539967,1
4.764506621627101,-0.3080618483554849,0
5.163361726402002,-0.31417054769094305,0
6.189779486156037,0.33409280230850985,0
4.9373378852296685,-0.34896880496789373,0
5.4258245486992625,0.0931066989151085,0
3.5679585644777205,-0.9733765404528358,0
4.681870339333915,-0.13014734793048666,1
4.539693041887089,-0.3922402486185652,0
4.236093428430249,0.46053014296698574,1
4.100238095805288,-0.6627350514270892,0
4.511516196766502,0.5815002522597518,1
4.252645884419704,-0.420226302986625,0
4.209045016559588,1.3593476648488971,1
4.404913517905056,1.490669305785603,1
4.249207516327033,0.8518968552035314,1
5.001000601120454,0.5070784744955117,1
4.06650413703084,-0.7820852263088582,0
4.248012232458839,1.4257930812231643,1
4.669741915222833,-0.4432309952850256,0
4.7738687827774875,1.137486907355709,1
4.1002076075406695,1.0779308574995075,1
4.443264208674847,-0.7304817531175037,0
4.604848278399437,0.5579471172630531,1
5.75719217840734,0.24607649319087999,0
4.319925027046604,1.3013363811442022,1
4.94304531875107,0.32950839699021384,1
4.881097004861999,-0.4099265380307018,0
4.560521505512341,0.43772034115965525,1
4.875297466645565,-0.5668903683506601,0
4.456872560322292,0.7372079667996436,1
4.329412472696609,0.5364341348502315,1
3.8305996324987657,-0.7405909981303715,0
2.971708261676409,-1.1925116529769457,0
4.619988017253911,-0.6902002662659107,0
4.46262123706053,1.0300064031833056,1
5.247010248720887,-0.08953018108062068,0
3.92566147464892,0.5584737174651384,1
5.685146887764921,-0.055386660448331584,0
6.049724499140318,0.04487257347067583,0
4.778815288144225,-0.25192053477616555,0
4.606516474110948,0.6890835548872454,1
4.914164703379567,-0.19194385668017905,0
4.604438507059434,0.35281166121186797,1
4.454735049474161,0.7657508685587963,1
4.18939142966077,0.9369972774011142,1
5.256950901052839,-0.2614872357976301,1
4.5056151024090525,0.345955231855827,1
4.720164176147775,-0.36152921206873795,0
2.9002602873162986,-1.1323368862589749,0
5.254831318433025,-0.20060086784927078,0
4.684063890534241,-0.08022413992120574,1
5.170975155649137,-0.23286636359202356,0
4.7149027248876,0.7008238209995485,1
5.169049782744331,-0.27216591562142944,0
5.158489887433067,-0.37018384037359725,0
2.717779002744665,-1.4479521969282474,0
5.457207316184958,-0.09926720654759004,0
5.48335203070219,-0.06357957111222959,0
4.530925904265743,-0.6395114671982823,0
4.900486293179456,0.03646242188195031,1
4.181171418173643,0.9967161838613997,1
4.3937813038375095,0.31132647521445284,1
6.813882622873381,0.532765161185967,0
6.25596518017375,0.23935325421550563,0
4.841460242030772,1.0112603404508365,1
3.999541422873563,-0.713635924110979,0
4.223492318679066,0.8627430553784458,1
4.3060345406866,-0.3011145914272196,0
4.778957726476042,0.015438160065767835,1
3.302377465342633,-1.01666120817349,0
4.512540232534897,0.9063572451733856,1
3.814195099813117,-1.0941149731498516,0
5.255781618951648,-0.18283059612558483,0
4.683337006877342,0.020873806931541318,1
4.321770486340347,-0.5313892907995041,0
6.165531006818212,-0.005206363894878885,0
3.5760195823909973,-0.8897500044023391,0
6.283216639670112,0.4090481132736618,0
4.127302231344402,1.3227519932160852,1
4.341282731688804,0.0050849520067698314,1
4.495498770633358,-0.4908726648961598,1
5.077329914785678,-0.31619896677538445,0
3.1067492212502223,-1.0829371816642837,0
4.726544171284156,-0.12680652253717822,1
4.3508812960443155,0.6468869540243875,1
4.009936075760564,0.013609190185388441,1
4.05291312684196,0.8388910865702506,1
4.032972056548912,-0.7698244317758212,0
4.209875076687121,1.0760127101331842,1
4.402838567389653,0.48610557630679513,1
4.3251663372399385,1.2096476054544387,1
