ip_growth,unemp_change,yield_curve,credit_growth,equity_return,housing_growth,inflation,real_m2_growth,consumer_sentiment,retail_growth,capacity_util,claims_change,hy_spread,oil_shock,pmi,wage_growth,recession
2.863082517489125,-0.6831604668213376,-1.4052579710099253,4.104623770439084,24.79351617846327,-9.057986051094812,1.9021739117198393,-1.2249000782937651,86.04762146818783,-0.40407045475030623,71.83175095398465,-5.316274187860264,5.959346803698608,2.081923267075768,53.609215426357885,3.5483757152003568,1
0.6865505387010244,0.7320413124793362,0.7210705118489231,2.4490994424634804,-10.555936050840682,1.4890877537394354,3.585252607224266,3.1045565610337773,90.95414079276387,0.7662363000488219,74.88155053630696,-5.603625403118303,0.5104705247687225,26.80023858655388,57.11266660564723,0.15671984115022308,0
-1.5034405924397383,-0.7704560425487147,4.465672057868531,0.2174973291706297,13.56526535863513,8.723835722879844,5.1808126007348925,5.477495391136607,86.45415562474973,4.185817501980034,80.24422779132712,-19.514339496355184,5.023086443345788,14.391284401661594,49.47706374864476,3.0024411739932697,0
5.325310304241727,0.19014595489425345,1.1824166658545767,5.818127563354436,-11.349085776912908,2.7226163764666373,4.164801818927804,3.990457376081118,77.18412719125394,8.446053083029174,85.2623221716603,-1.1697312415712466,3.161958550698655,-6.121931596274488,56.227955429520755,2.6612618113133957,0
-0.14782598731332786,-0.5284123632147735,-1.4808386577181019,11.50686238935008,-4.872595551611962,3.281365623217509,0.9883073935971194,-0.5232268529399038,89.03926175563613,0.265003305748966,75.09653828700442,1.7255365518283825,4.189324242321808,-10.214409588475624,55.713382441874614,2.8129181038330366,1
0.42544597386036687,0.1371623762103879,1.3477764858516577,1.9308514907836662,20.386524567956435,-5.835227867031941,4.7063647017234205,1.0500333572033158,102.00985890113262,-1.5604100256980775,71.02877651834814,-2.5647377597262824,1.6588383465751866,-6.235623298732088,56.39586332654311,1.6395229006921548,0
1.9395524175227967,0.6480485858627782,0.5937486369430314,-0.010354169185402995,26.60954045276432,-7.317577301332346,1.2183128399366148,4.67293680807724,79.7643675843102,4.525923461195147,78.75959849348865,-2.832920819793602,4.459859823688953,10.06778922256763,51.81430794302189,2.4823082790758892,0
-1.3892381057276058,0.4839874102640483,2.0843428636613393,9.875803569750794,1.5651842842792831,-6.188858343633102,0.39346760084044163,10.361566718619116,105.97516517950818,-0.5209638980438167,79.70242483414832,1.86942542276073,3.7771180663273336,19.413915251230282,46.24445023835694,1.9917635275700059,1
2.8685618412482317,0.3830856771076558,0.7545817788993502,3.722720870629808,-9.71269556693791,1.0868242585628276,3.3359482717119975,3.485316966770519,104.40947813665095,1.6142128675088405,73.72379151294011,-2.103651166138877,4.622920705835556,14.459990841792143,54.546110711524804,4.423947628694416,0
2.1343766347206166,-0.3888723969505978,-0.8744112119206915,3.145710506269406,3.1470312312173574,-3.781913972643891,2.198411266824974,-1.7584609040525487,84.0621262902794,-0.2201078008691657,72.48274351116129,-4.90978098740389,5.092614772213307,-1.346111592205843,56.41135134107022,3.5123550387804836,1
