No,Ticker,Company,Sector,Industry,Country,Price,Volume,MarketCap,PE,PEG,PS,PB,EPS_ttm,EPS_g_next_yr,EPS_g_next_5yr,DebtEquity,Beta,InstOwn,RSI,GrossMargin,FoodCostPct,SSS
1,HSY,The Hershey Company,Confectionery,Chocolate,USA,32.15139781718411,3167716,721765.9922318473,11.957912495317835,1.290911891475893,0.5123764298624833,1.708618560325594,4.454164466482345,4.460979317780766,3.3887305660770437,0.616434502916932,1.2492218370317199,12.395598424334313,53.11045206836334,39.57347082307808,18.4290550750411,
2,GIS,General Mills Inc.,Packaged Foods,Cereal & Breakfast,USA,61.5549125018193,2705724,4131832.2994649773,16.622362248904707,1.2451687987637514,1.458010960539443,1.8661529434332542,4.6391019018104505,2.948710738940765,11.90406165991364,0.25551380049600414,0.6319748973894426,21.579091766805465,53.91326281424135,22.52647419383153,23.784831343807053,
3,FAD,FAD Foods Inc.,Packaged Foods,Cereal & Breakfast,USA,27.661612576365343,231241,1715598.227345237,22.714470502183747,2.2140677512495692,0.63267917752283,1.801279974249457,4.192463779508101,4.387380199298167,20.24637675747712,0.5013235422164203,1.5218203897251845,38.61647954043189,45.98400236593927,31.07132785313167,52.52113153539297,
4,FAE,FAE Co.,Packaged Foods,Sauces & Condiments,USA,49.28415210853577,95560,1432828.1171486261,17.58064635825703,1.9885454634956197,0.6421199860119747,0.8895922635262016,3.6972252126677168,-0.31818606246204784,17.682231542679553,0.2760208662681318,0.2,46.33825749466616,41.82788202852932,30.96408986914294,31.36708987156366,
5,FAF,FAF Brands,Packaged Foods,Canned Goods,USA,26.070457852029588,93189,1821855.2896272116,51.785088361288054,1.160630695821906,8.687040003153434,0.6693090705632806,-0.4952182436371486,14.980909951686703,13.826342099530873,0.3439233965661764,1.1513112734915985,32.80189381196574,38.04127372457033,24.385585146528946,42.28344098994726,
6,FAG,FAG Foods Inc.,Packaged Foods,Frozen Meals,USA,16.272466681304003,15882,566447.678396679,19.448244843980717,1.6359032483188805,3.4191669375635336,1.043947633584664,1.5239851109575775,1.8968790489281506,6.7865293352282565,1.6252667409586736,1.183254424376095,39.46027575141184,36.83209151872193,32.84307646749417,51.23839003342992,
7,FAH,FAH Foods Inc.,Packaged Foods,Snacks,USA,46.96614708278386,114585,43154708.093400806,22.94748430187659,,1.707865816631661,1.115278591043781,3.712178572489112,18.920745983249905,-0.02968684624960627,0.851616783186041,0.8002002967676896,16.20209722567852,52.20130354991132,23.60273467301178,55.64971290539876,
8,FAI,FAI Foods Inc.,Packaged Foods,Cereal & Breakfast,USA,10.28533441812205,183279,3481614.750781108,,1.5888025867876459,0.9653005122116299,1.8653911033998505,4.244831406817141,11.136421638511308,0.8865898176865512,0.9332315459807734,2.0841367115979046,74.22912682295882,40.73115002847653,38.840873741196326,35.92348182546609,
9,FAJ,FAJ Foods Inc.,Packaged Foods,Sauces & Condiments,USA,3.4305274009140114,24099,238230.800059111,28.24249082584572,2.8849281152773067,1.8992139301549988,1.5365685381042389,2.190452204281987,9.316010578963631,11.33365442346436,0.7031100605939475,1.0145593250190794,49.29665644531479,84.40697148564733,20.386130967084803,47.362360067132656,
10,FAK,FAK Foods Inc.,Packaged Foods,Canned Goods,USA,40.42640161533084,256019,3325182.3311190754,13.034556009785506,1.6082343853288272,1.774696762351441,0.9908111946753251,3.2999009730451023,24.52932209965811,-3.0518374890423363,1.3315758639899988,1.462002149544904,57.76733649925001,47.288994747497284,23.748717947343223,32.175170803384624,
11,FAL,FAL Brands,Packaged Foods,Frozen Meals,USA,27.73756486398452,76380,16826577.57525904,31.2851213345125,0.6339457293791609,3.0975671502947817,0.7444916058789058,0.9764305279110181,8.364365986582424,-9.101823779654783,0.5218254693311756,0.8027107640576634,72.16419816728724,23.89828172230224,37.356370395318436,40.481112359677354,
12,FAM,FAM Foods Inc.,Packaged Foods,Snacks,USA,35.15402021875211,97643,911510.3456134,,1.2446361398297616,,1.2846805794946172,-0.6793233145232116,3.5029388600895297,1.9115374660441526,0.5440628952624875,0.7927323415737397,30.597992628021387,49.21836433287268,41.75341020994948,32.7859783620527,
13,FAN,FAN Foods Inc.,Packaged Foods,Cereal & Breakfast,USA,121.14437494575833,19815,2029480.8764998666,16.644687218454457,1.8431952218284087,2.7520102190378535,2.303260644262629,5.064632555882286,-5.467062644390804,7.679111591073397,0.3401722339563737,0.6852070431204005,38.51490468528518,64.10989718749109,24.812358415226374,40.033411512376865,
14,FAO,FAO Brands,Packaged Foods,Sauces & Condiments,USA,102.97788711488717,1517193,848643.3245368073,20.467410808626333,2.9752267084955273,1.3443053009841535,2.584924754633339,0.5423202407702552,23.82648089701718,10.476927658934589,1.557986250745214,0.9461525153786742,54.78992728498354,71.56244964203005,20.55987087654616,48.43922210295603,
15,FAP,FAP Brands,Packaged Foods,Canned Goods,USA,111.5833107602826,177838,24377842.518032555,53.404827230805736,1.0076812821136958,1.2575382136294242,2.651028659977994,0.1623309893226077,11.585107389119417,3.530529982848086,0.5835769628829917,0.8731183393788554,39.64424604868766,31.09370353388793,36.95837466126199,26.957591982326026,
16,FAQ,FAQ Brands,Packaged Foods,Frozen Meals,USA,13.804093715923806,4620,207512.3446467084,14.631751234677026,1.9685317001817053,1.0754512417267825,1.8300116254458973,2.8150054185782523,-1.8037281875371374,3.370476285047817,0.1464266486507903,0.2,63.34546224413861,68.71820118029001,47.9137198287677,32.14501964559954,
17,FAR,FAR Foods Inc.,Packaged Foods,Snacks,USA,46.40533396248755,73243,18683153.782412086,24.703202573861667,1.0332883040931904,2.783210497024211,2.4325134400718817,1.9536176523000506,8.840226646577815,5.074512062012518,0.7795085372212779,0.9330302786295313,29.026306981555656,51.59099173481472,26.795478795743954,42.33363403497511,
18,FAS,FAS Co.,Packaged Foods,Cereal & Breakfast,USA,26.525832965575184,14955,8254753.283508908,32.00330872358379,1.45764422848524,1.4765721613639646,3.236288780537512,-2.940139386620477,5.263102466497145,12.496170091336872,0.5270176413897272,1.2896866481528368,47.37961766158297,60.26775200580717,34.08119404929916,68.12903467932361,
