Symbol,Date,Open,High,Low,Close,Volume,AdjClose
HSY,2010-01-04,48.13572239977466,49.29979303780968,47.266173447395666,48.00014893256734,296223,48.00014893256734
HSY,2010-01-05,48.30744561225572,49.42650447780037,46.80587061079689,47.96528355964846,2124469,47.96528355964846
HSY,2010-01-06,47.28490195376433,47.41868095140478,46.19753681890564,47.05889706303127,592628,47.05889706303127
HSY,2010-01-07,45.65805358308374,46.1335890891562,44.650212419596,46.015225446508055,2193701,46.015225446508055
HSY,2010-01-08,45.64080684498715,46.74086077988291,45.07991489687904,45.56621096764748,1934791,45.56621096764748
HSY,2010-01-11,44.98596122504341,45.67976078673689,44.52158802650686,44.88854355697999,721566,44.88854355697999
HSY,2010-01-12,45.1930899292498,45.661907046552244,45.140388008999295,45.55305585261144,1070515,45.55305585261144
HSY,2010-01-13,45.01345691764983,45.77897736809573,44.55192035302763,45.3034734205147,1328594,45.3034734205147
HSY,2010-01-14,45.270751904787176,45.354119537088515,44.007644377897925,45.027465090866464,357568,45.027465090866464
HSY,2010-01-15,45.24058751670749,46.36691019491639,44.69655559411255,45.31405342705049,460906,45.31405342705049
HSY,2010-01-18,45.616155553295805,45.95118550854917,44.961867023804814,45.324667608894046,992335,45.324667608894046
HSY,2010-01-19,45.909872974366,46.20688005246987,45.326810872330775,45.94793700465511,1772004,45.94793700465511
HSY,2010-01-20,46.291932294757636,46.52630929365338,45.37750381759513,46.27126108132264,1811686,46.27126108132264
HSY,2010-01-21,46.178196312552,47.10828430358567,44.88587607215374,45.95045951027728,318762,45.95045951027728
HSY,2010-01-22,46.97815378032039,47.992391477320446,45.655879211968575,46.6373408876846,2138209,46.6373408876846
HSY,2010-01-25,46.838421794498444,47.02799763025351,46.183993899468334,46.67636829896314,2034378,46.67636829896314
HSY,2010-01-26,46.12240437244123,47.022441750850504,45.18872977994335,46.34904641794256,1845818,46.34904641794256
HSY,2010-01-27,46.56971417323505,47.62242856006039,46.067840504772626,46.439579287381285,610707,46.439579287381285
HSY,2010-01-28,46.139523804681325,46.59386080886039,45.40740828833719,45.86235130757841,2212306,45.86235130757841
HSY,2010-01-29,45.90148590213477,46.2499188623988,44.77975603916106,45.68374478566525,2336932,45.68374478566525
HSY,2010-02-01,46.08509816394681,46.609258802221454,45.56332698344732,46.098664936879665,348488,46.098664936879665
HSY,2010-02-02,45.174567032115164,45.896117364417336,44.3152377081373,45.38217709101942,940400,45.38217709101942
HSY,2010-02-03,45.29319660359076,45.83109845578151,44.441444170993954,45.335609743465106,163837,45.335609743465106
HSY,2010-02-04,46.23718442714179,46.409597397852835,44.88796368913508,45.96369254726934,839689,45.96369254726934
HSY,2010-02-05,45.54059959289028,46.4322824917479,44.353551832094304,45.41555494117836,361597,45.41555494117836
HSY,2010-02-08,45.586268182963714,46.40921585838255,45.408674073096314,45.47367514180102,1569882,45.47367514180102
HSY,2010-02-09,45.185409541842965,45.23287397943794,44.75921522377902,45.11511651520194,281278,45.11511651520194
HSY,2010-02-10,44.99125462792128,46.06800716779353,43.88399548464148,44.668879826808094,432297,44.668879826808094
HSY,2010-02-11,44.56853998707836,45.32027895406075,43.38379904275914,44.410815912254236,2281041,44.410815912254236
HSY,2010-02-12,44.17648883581086,45.245207294084175,43.20407856853409,44.34296991058315,292258,44.34296991058315
HSY,2010-02-15,45.21455482691842,45.968969072655696,44.34626651430475,45.379998411200106,541507,45.379998411200106
HSY,2010-02-16,45.44625196676722,46.186309645232875,45.07112167619859,45.257348355169825,775215,45.257348355169825
HSY,2010-02-17,45.162856228621095,45.48818494213943,44.36897464501017,45.42062230869254,1127380,45.42062230869254
HSY,2010-02-18,45.015022621390386,45.861996171814845,44.00361169387182,45.072285009494294,2028319,45.072285009494294
HSY,2010-02-19,45.48922405625532,46.49174705043053,45.262407557264964,45.77840757241941,2064818,45.77840757241941
HSY,2010-02-22,45.02129437209093,46.03333641309295,44.045718799852494,45.12734761888924,1057903,45.12734761888924
HSY,2010-02-23,44.546383133727524,45.33385199350923,43.69247425762666,44.59373881602299,304385,44.59373881602299
HSY,2010-02-24,44.56575866618102,45.54424921944122,44.353761881698404,44.917853348065826,153539,44.917853348065826
HSY,2010-02-25,44.44420043001901,44.690478252466626,43.56201036208273,44.38407004055542,2292237,44.38407004055542
HSY,2010-02-26,44.12600037000051,45.29391466665218,43.907121508661774,44.39795333025074,731202,44.39795333025074
HSY,2010-03-01,44.14698096122712,44.670747340511966,43.184671251386625,44.1141436044652,2146756,44.1141436044652
HSY,2010-03-02,44.58738309470215,44.88645836827181,43.552649498255285,44.45760365054706,1830614,44.45760365054706
HSY,2010-03-03,44.33362284094878,45.40120060043361,43.27775371670859,44.3063600917326,1319088,44.3063600917326
HSY,2010-03-04,44.04954125516868,44.25733159853102,43.00994798236018,43.86518821880187,1445449,43.86518821880187
HSY,2010-03-05,43.57884950471313,44.08215468675305,42.81864179520926,43.37590249976428,941125,43.37590249976428
HSY,2010-03-08,43.52810356883739,43.811010090937025,42.68623301542287,43.32646483662934,730134,43.32646483662934
HSY,2010-03-09,43.34589757276437,43.720051063450455,42.363007505032186,43.195758123601955,2016166,43.195758123601955
HSY,2010-03-10,43.473588999610925,44.429368866806854,42.738588288233075,43.512381823335765,1853970,43.512381823335765
HSY,2010-03-11,42.59844962032376,43.205342602597035,41.835294799204306,42.69215818785922,1185523,42.69215818785922
HSY,2010-03-12,41.314823414610615,42.06816417549762,40.69415831927554,41.51406457340769,1867261,41.51406457340769
HSY,2010-03-15,42.54545769483875,43.416514966407135,41.49266802602339,42.6039644309573,721280,42.6039644309573
HSY,2010-03-16,42.821710820006835,43.031469776032836,41.99838073086495,42.736721198004524,1654514,42.736721198004524
HSY,2010-03-17,42.78056553836715,43.51840619675723,42.006770895170085,42.88913904841692,2029749,42.88913904841692
HSY,2010-03-18,42.87095659805606,43.92348918830612,42.45982408806282,43.17426317181757,838411,43.17426317181757
HSY,2010-03-19,43.62262604646272,44.609985021046995,42.65836232401854,43.65275993020581,92653,43.65275993020581
HSY,2010-03-22,43.682925379568836,44.40118877222114,43.27691894978894,43.41848702226668,534908,43.41848702226668
HSY,2010-03-23,43.17992154161714,43.809895890202796,42.8712026271579,43.121418240613544,191326,43.121418240613544
HSY,2010-03-24,42.32608054891232,43.370810038986946,42.13552042611903,42.401313040271674,1638758,42.401313040271674
HSY,2010-03-25,42.07447264292923,42.749879205595185,41.16202514140067,42.07714731342877,388262,42.07714731342877
HSY,2010-03-26,42.55991061298536,43.263836268912286,41.66497563728781,42.278494043197774,407458,42.278494043197774
HSY,2010-03-29,41.52582777277775,41.76971707225992,40.87134751733042,41.72285228312211,1979368,41.72285228312211
HSY,2010-03-30,41.246733366214265,42.22310851533686,40.965633408059254,41.07414137579108,1677068,41.07414137579108
HSY,2010-03-31,40.93507069711399,41.71942548708335,40.61715048005786,40.880076198061275,596286,40.880076198061275
HSY,2010-04-01,40.768213240657644,41.980483088204025,40.49462195546518,40.96658548586247,207625,40.96658548586247
HSY,2010-04-02,40.8655251903508,41.561204537966326,40.39732255734134,40.57789419408359,1481746,40.57789419408359
HSY,2010-04-05,41.54199925436617,41.70777992967806,40.89170505583305,41.22235500912525,563349,41.22235500912525
HSY,2010-04-06,41.90894937319339,42.060624701313024,41.62265342006062,41.75500892130209,1544709,41.75500892130209
HSY,2010-04-07,42.77032741953059,43.76476344114519,41.826476437911616,42.5635997356192,1298198,42.5635997356192
HSY,2010-04-08,42.531297067674615,43.15106350334073,41.98237802910785,42.57328802404506,1197672,42.57328802404506
HSY,2010-04-09,42.80450660673287,43.10311165430975,42.12342486260573,42.88062927974782,1983684,42.88062927974782
